7.483732344203052111e+06	7.375379869901094586e+06	7.270161199817558751e+06	7.168049589120232500e+06	7.070230212494099513e+06	6.975794569949767552e+06	6.881963463130558841e+06	6.792414843735131435e+06	6.705530497313460335e+06	6.622077071003785357e+06	6.543038772094284184e+06	6.466431280950842425e+06	6.394123225887517445e+06	6.323758166408355348e+06	6.255355250298387371e+06	6.189030486627407372e+06	6.125075379943380132e+06	6.064002507103112526e+06	6.002657888847562484e+06	5.941693054728289135e+06	5.883721146466047503e+06	5.827125183860009536e+06	5.772656615096318536e+06	5.719547772642655298e+06	5.668468317585559562e+06	5.616679458575975150e+06	5.568142283367634751e+06	5.520293204003651626e+06	5.473186785052991472e+06	5.428231362797046080e+06	5.383638945540241897e+06	5.341264311879123561e+06	5.299512318270286545e+06	5.258630903508371674e+06	5.218829819119813852e+06	5.178214062310504727e+06	5.138838735962253995e+06	5.100791819781109691e+06	5.061208800909393467e+06	5.024205858181111515e+06	4.988528463119750842e+06	4.952983771787058562e+06	4.917830598541365936e+06	4.884532966283152811e+06	4.851248199738046154e+06	4.818514179692083970e+06	4.786895272682376206e+06	4.756820466498497874e+06	4.726565786136384122e+06	4.695417394543847069e+06	4.665701339337078854e+06	4.637319397502338514e+06	4.609615222824866883e+06	4.581487058960213326e+06	4.554301212736002170e+06	4.527628674463120289e+06	4.499914514905753545e+06	4.473976569296528585e+06	4.448740364526263438e+06	4.424072586262056604e+06	4.399014972297168337e+06	4.375741208896651864e+06	4.352560496376568452e+06	4.329162008031703532e+06	4.306495151682009920e+06	4.283842522808304057e+06	4.262038893480969593e+06	4.240595945212285034e+06	4.220395804406716488e+06	4.199951953950033523e+06	4.179613192576968577e+06	4.159436312827333808e+06	4.139508199612356722e+06	4.120068626990026794e+06	4.100149100445563905e+06	4.081724443783089984e+06
7.543327231050987728e+06	7.433217797670344822e+06	7.325975302274772897e+06	7.221531760110477917e+06	7.122030224491872825e+06	7.025201543938862160e+06	6.931712270873613656e+06	6.842410023670059629e+06	6.754957526300262660e+06	6.669976411417813972e+06	6.587944407217667438e+06	6.511097935842646286e+06	6.437295423425204121e+06	6.366510571208498441e+06	6.297037737609192729e+06	6.228747477542448789e+06	6.163261761518933810e+06	6.099621324263952672e+06	6.037207857531919144e+06	5.977686399311557412e+06	5.920886660273831338e+06	5.863759215825185180e+06	5.808461647758672945e+06	5.755477513254190795e+06	5.703097845410067588e+06	5.652614565174796619e+06	5.600966057524106465e+06	5.553009277204935439e+06	5.505576754109691828e+06	5.460675565203451551e+06	5.415987942453668453e+06	5.373186835009948350e+06	5.331736062246020883e+06	5.292017838025263511e+06	5.252249151632067747e+06	5.210306385953975841e+06	5.172453345381263644e+06	5.132581793672198430e+06	5.093237717750756070e+06	5.054807931179152802e+06	5.018278427949200384e+06	4.983066638099234551e+06	4.948280750429949723e+06	4.914378769616178237e+06	4.882099809539987706e+06	4.848595913169078529e+06	4.818144242606563494e+06	4.786818716094273143e+06	4.756013847044538707e+06	4.724345577909578569e+06	4.695542783114667051e+06	4.665728554772867821e+06	4.637654227925465442e+06	4.609623883455335163e+06	4.582619393143722787e+06	4.555359889079423621e+06	4.528879742688053288e+06	4.503535866616968066e+06	4.479492933663899079e+06	4.454556975626002066e+06	4.430043301181529649e+06	4.404883863054988906e+06	4.381649448645887896e+06	4.358599040904397145e+06	4.335360994999018498e+06	4.313549186265626922e+06	4.292583014145341702e+06	4.270705709632392973e+06	4.249195702171928249e+06	4.228429321930366568e+06	4.207400157496467233e+06	4.187372363385663833e+06	4.167764130934074987e+06	4.149199339126243722e+06	4.129739848385903053e+06	4.110624543660125230e+06
7.597911219747852534e+06	7.484446218961995095e+06	7.375426064755124040e+06	7.270740027298521250e+06	7.168946730350559577e+06	7.069908436006261036e+06	6.975450262739872560e+06	6.882632893371952698e+06	6.794243180776852183e+06	6.709567134101864882e+06	6.625374922863671556e+06	6.544390728670332581e+06	6.469953474456708878e+06	6.397725813134842552e+06	6.328337620178886689e+06	6.261081270826284774e+06	6.194261066562491469e+06	6.130948958389015868e+06	6.068458148891212419e+06	6.008088012022649869e+06	5.950103547149762511e+06	5.891189191366719082e+06	5.836683086485437118e+06	5.783435434184387326e+06	5.729191584791671485e+06	5.677983460116920061e+06	5.627106985898032784e+06	5.578689734639968723e+06	5.532585081348950043e+06	5.487190191161777824e+06	5.440854552637103945e+06	5.396711052513896488e+06	5.354211726306907833e+06	5.313390405095446855e+06	5.273813587418515235e+06	5.232602471066898666e+06	5.193349633720330894e+06	5.153309489904629067e+06	5.115435458600467071e+06	5.078279481612541713e+06	5.041189217751840129e+06	5.004914334132996388e+06	4.970445364085949026e+06	4.934961171447051689e+06	4.902055805153272115e+06	4.869609705399278551e+06	4.837428791578476317e+06	4.806052453714046627e+06	4.775923518824202940e+06	4.746084633865986019e+06	4.717049906311878935e+06	4.687637959158321843e+06	4.659723111224617809e+06	4.632079910784250125e+06	4.603009847659741528e+06	4.576751042249890044e+06	4.549721280711608008e+06	4.524143500453396700e+06	4.498803657955237664e+06	4.475152996054477058e+06	4.450515994341671467e+06	4.425672471009271219e+06	4.403294339710700326e+06	4.379505056188372895e+06	4.356703188393991441e+06	4.334393642948880792e+06	4.311753072619218379e+06	4.289852990409196354e+06	4.269101172949296422e+06	4.247497125983258709e+06	4.227401242411678657e+06	4.206103466625706293e+06	4.186513664842726663e+06	4.167496981886288151e+06	4.148986997604536358e+06	4.129899782099254895e+06
7.651573834997807629e+06	7.537245553595642559e+06	7.427748146581180394e+06	7.320124992394760251e+06	7.216962850577672943e+06	7.116392569594155066e+06	7.018992328796986490e+06	6.926455069248984568e+06	6.836235460600736551e+06	6.748528530986579135e+06	6.664910173176667653e+06	6.582728834427358583e+06	6.507877376686990261e+06	6.433517849635340273e+06	6.362409184426357038e+06	6.293895367217752151e+06	6.228941022508550435e+06	6.163921394381889142e+06	6.100293337804856710e+06	6.039409322834528983e+06	5.978730449424417689e+06	5.922518196190856397e+06	5.865921377497235313e+06	5.812928146946297958e+06	5.760521960992167704e+06	5.708682933438859880e+06	5.657776483303010464e+06	5.607671872484873049e+06	5.559880479367941618e+06	5.514127976435832679e+06	5.468953388549639843e+06	5.424983394964980893e+06	5.382294361554238945e+06	5.340280272913807072e+06	5.300064429464328103e+06	5.259363105024149641e+06	5.218495476603856310e+06	5.178698946727288887e+06	5.139944836929819547e+06	5.101868382282664068e+06	5.063536258648514748e+06	5.028521683904406615e+06	4.993264036562877707e+06	4.957165159746433608e+06	4.923879445321186446e+06	4.890820934120308608e+06	4.857943637130076997e+06	4.827609898633399047e+06	4.797549699024950154e+06	4.768068075298523530e+06	4.736716118317733519e+06	4.708850442197028548e+06	4.680461494570656680e+06	4.652320437281144783e+06	4.625795516893230379e+06	4.599076588181688450e+06	4.572093421788642183e+06	4.545600819349813275e+06	4.519983788055202924e+06	4.494082208999701776e+06	4.469280134350121021e+06	4.444128037146496587e+06	4.422146574267591350e+06	4.397287637897598557e+06	4.375259267580824904e+06	4.354219440403716639e+06	4.331961884096143767e+06	4.309354065167028457e+06	4.288649347308072262e+06	4.267910437108908780e+06	4.247076059225393459e+06	4.225589465930029750e+06	4.205716366945576854e+06	4.185668157068303786e+06	4.166741292760741431e+06	4.147764971300543752e+06
7.699616780592083931e+06	7.582573110377009958e+06	7.471353311578354798e+06	7.363334664182476699e+06	7.258930804598472081e+06	7.155788761976977810e+06	7.056455948236938566e+06	6.962312265134032816e+06	6.872986997993151657e+06	6.783858087151232176e+06	6.695117869567508809e+06	6.612778075797274709e+06	6.535079180188354105e+06	6.460229838628576137e+06	6.388301366629324853e+06	6.318715633675283752e+06	6.252229865167657845e+06	6.186198027921454981e+06	6.123823497725657187e+06	6.063204665732304566e+06	6.002761604331813753e+06	5.944724231177946553e+06	5.888217443056188524e+06	5.834384027128627524e+06	5.781108821659667417e+06	5.727800140849734657e+06	5.679111999571293592e+06	5.630007687041832134e+06	5.581551589273643680e+06	5.535460769929783419e+06	5.489890124493046664e+06	5.445223579301012680e+06	5.401754563904752955e+06	5.359122561669656076e+06	5.317336780311401933e+06	5.277716698803696781e+06	5.238110063511744142e+06	5.198057754990241490e+06	5.157150840341221541e+06	5.119115836500829086e+06	5.081734514598635957e+06	5.045758218156361021e+06	5.011024151117791422e+06	4.975981655162219889e+06	4.942638254287660122e+06	4.909605080547135323e+06	4.876395160225169733e+06	4.845940672313053161e+06	4.815403276506076567e+06	4.785558439322654158e+06	4.755842222198626958e+06	4.726386547919005156e+06	4.696922973220468499e+06	4.669240894593846053e+06	4.641498729869778268e+06	4.612539671470792964e+06	4.586146191471211612e+06	4.560839971935243346e+06	4.535306469739283435e+06	4.510027152698338032e+06	4.484769836975113489e+06	4.460460606078781188e+06	4.435863280536068603e+06	4.412827250208130106e+06	4.390122254322500899e+06	4.367940975656233728e+06	4.347027521695367992e+06	4.324279378262633458e+06	4.303303243112467229e+06	4.282558323608383536e+06	4.260958624324038625e+06	4.240217208245349117e+06	4.219719822432014160e+06	4.199548000262911431e+06	4.181102771271250211e+06	4.161435621611123905e+06
7.748742248917126097e+06	7.630159487865331583e+06	7.516917930035852827e+06	7.406419029257673770e+06	7.299039512884703465e+06	7.196060908943635412e+06	7.097643932883667760e+06	7.002426598973302171e+06	6.910403981660680845e+06	6.820375274530074559e+06	6.732542750083697960e+06	6.649518127909146249e+06	6.570335870837098919e+06	6.494262509296621196e+06	6.422139851987751201e+06	6.351622784228302538e+06	6.283044017769162543e+06	6.217120401443320327e+06	6.151964270448438823e+06	6.091330721525230445e+06	6.029987010452487506e+06	5.968813806606144644e+06	5.911188868212399073e+06	5.857739722743475810e+06	5.804169775179022923e+06	5.752203707813622430e+06	5.701680034459130839e+06	5.650223919431382790e+06	5.601621411574443802e+06	5.553082288644683547e+06	5.506637704450198449e+06	5.462705126922657713e+06	5.419940079609466717e+06	5.376731080509068444e+06	5.334971669832757674e+06	5.294758956015748903e+06	5.253115241043176502e+06	5.212576150103281252e+06	5.172274743752959184e+06	5.136429110878223553e+06	5.099361143623833545e+06	5.062958722001460381e+06	5.026722045908872969e+06	4.991939151500337757e+06	4.957734431237545796e+06	4.924859660352529958e+06	4.893124004587359726e+06	4.861806364833702333e+06	4.831319042601235211e+06	4.801031685533365235e+06	4.771499066724043339e+06	4.740779938366143033e+06	4.712168447790636681e+06	4.683920873356301337e+06	4.656496019223993644e+06	4.628762788276772946e+06	4.602465399102235213e+06	4.576465988008698449e+06	4.548900103212331422e+06	4.524576506491155364e+06	4.499574151349594817e+06	4.474842945021651685e+06	4.452949869259203784e+06	4.428470657343220897e+06	4.402981709454557858e+06	4.380681664809827693e+06	4.358847516962963156e+06	4.336407729178612120e+06	4.315336077260894701e+06	4.293958534020753577e+06	4.273512967273514718e+06	4.252355017779181711e+06	4.231228830570526421e+06	4.210737213894716464e+06	4.191009849912947975e+06	4.173219331316411961e+06
7.796093755577967502e+06	7.674917732795828953e+06	7.560233552824120037e+06	7.449859182189250365e+06	7.340393588549307548e+06	7.235277023782168515e+06	7.135278648431804962e+06	7.038446815576332621e+06	6.943695570527427830e+06	6.853686125749917701e+06	6.766701557838147506e+06	6.680818110921172425e+06	6.598791516884969547e+06	6.522022249097613618e+06	6.449295621273433790e+06	6.377804249653123319e+06	6.309513115624793805e+06	6.241196124869076535e+06	6.175795002605366521e+06	6.113949635384521447e+06	6.051957468601563945e+06	5.991859989009682089e+06	5.933571839077086188e+06	5.876575227514112368e+06	5.824687310945377685e+06	5.771832816145649180e+06	5.719097043111322448e+06	5.667351278235130012e+06	5.619757491057799198e+06	5.573204455193386413e+06	5.526172013992226683e+06	5.481690130943570286e+06	5.438371653234933503e+06	5.395572448154281825e+06	5.353842117176145315e+06	5.311829256555781700e+06	5.270813851773792878e+06	5.230306841564313509e+06	5.190327344292687252e+06	5.152594214868657291e+06	5.114878602091411129e+06	5.077742091281451285e+06	5.042292447682371363e+06	5.007438876470435411e+06	4.972377164295231923e+06	4.938459164267675951e+06	4.905825073607778177e+06	4.873666305178375915e+06	4.844457117520891130e+06	4.813938952577196993e+06	4.784120721504309215e+06	4.752826587269710377e+06	4.725130852406400256e+06	4.696031379043631256e+06	4.668302005724590272e+06	4.640240980197887868e+06	4.615124234205929562e+06	4.588326143223891035e+06	4.561629181414579973e+06	4.537522838446843438e+06	4.512124404916955158e+06	4.486999146750796586e+06	4.463138623300650157e+06	4.440559054014604539e+06	4.416463138293426484e+06	4.395255950531570241e+06	4.372565801762784831e+06	4.350653290325076319e+06	4.329328231106836349e+06	4.307842552687547170e+06	4.288203107155987062e+06	4.266281072608286515e+06	4.245373754766561091e+06	4.225132415623638779e+06	4.205429366829351522e+06	4.186280987189396285e+06
7.846507030798753724e+06	7.725144251276872121e+06	7.606409588346822187e+06	7.492520507339493372e+06	7.383686102786829695e+06	7.277843312997546047e+06	7.173885821390737779e+06	7.077569097989840433e+06	6.981885725916258991e+06	6.889391095508562401e+06	6.796895003010882065e+06	6.710803279511182569e+06	6.629182587996692397e+06	6.552048952112122439e+06	6.477775156767037697e+06	6.405805573266257532e+06	6.337882089456340298e+06	6.269821011694441549e+06	6.204599234866267070e+06	6.141389948809613474e+06	6.079545570575835183e+06	6.019936759785286151e+06	5.962884557640694082e+06	5.904635986242114566e+06	5.851642445144878700e+06	5.797401718448789790e+06	5.744439109997411259e+06	5.692826865861442871e+06	5.643354655443367548e+06	5.594195855031087995e+06	5.548856286558161490e+06	5.504270037829563953e+06	5.459573306563148275e+06	5.417031143996456638e+06	5.374980128963191994e+06	5.335332453900609165e+06	5.293586239379541948e+06	5.252256460719066672e+06	5.212510611402429640e+06	5.174302838532303460e+06	5.136843719785655849e+06	5.099169327001120895e+06	5.063722966677512974e+06	5.028035412671281956e+06	4.993668302383000031e+06	4.961279462229038589e+06	4.927436300853941590e+06	4.894374080049259588e+06	4.862540594620547257e+06	4.830704574530801736e+06	4.800502437679351307e+06	4.769265772802194580e+06	4.739422241527856328e+06	4.712065679977590218e+06	4.682780122851979919e+06	4.656465514439736493e+06	4.628904169264758937e+06	4.600331459106489085e+06	4.575012496987628751e+06	4.549519714154961519e+06	4.525891391157407314e+06	4.500730956871861592e+06	4.475574164052986540e+06	4.451503796452337876e+06	4.429287983085363172e+06	4.406698824434388429e+06	4.385399815477889031e+06	4.363004678381143138e+06	4.340708985607808456e+06	4.319802307284908369e+06	4.299781603301749565e+06	4.277961505216658115e+06	4.259432213188208640e+06	4.238631706543903798e+06	4.218895522073111497e+06	4.201353531653428450e+06
7.891828073477099650e+06	7.769475446011724882e+06	7.648842197877797298e+06	7.533743942799857818e+06	7.422685996286426671e+06	7.314806375124592334e+06	7.209958025813665241e+06	7.110674185795425437e+06	7.013349777859379537e+06	6.919618156115882099e+06	6.829362830953713506e+06	6.742711615321096033e+06	6.657623214562648907e+06	6.576802247103766538e+06	6.501510902171484195e+06	6.428871260419342667e+06	6.359376012154643424e+06	6.291859212731227279e+06	6.224479427297189832e+06	6.161283856847811490e+06	6.097966291308023967e+06	6.039461882526003756e+06	5.979393896816150285e+06	5.922475470235056244e+06	5.867891780135256238e+06	5.814654750712867826e+06	5.761156496908562258e+06	5.708923386086542159e+06	5.657913637848253362e+06	5.609467390054649673e+06	5.561668050695887767e+06	5.517190538046034053e+06	5.473031042626703158e+06	5.429696281349526718e+06	5.388833584218452685e+06	5.347147661557521671e+06	5.307772006789163686e+06	5.266540563164371997e+06	5.225057580228308216e+06	5.186013269417141564e+06	5.149036173421153799e+06	5.113068775919786654e+06	5.076944538983803242e+06	5.041739580087902956e+06	5.007087160646309145e+06	4.972197934764541686e+06	4.939061140882811509e+06	4.905857172035961412e+06	4.873833836170339957e+06	4.842424499129828997e+06	4.812723754139919765e+06	4.781359553869839758e+06	4.752354796537757851e+06	4.724057892104736529e+06	4.695033874154242687e+06	4.668474019639931619e+06	4.641567192910283804e+06	4.614060495644156821e+06	4.589368266824488528e+06	4.562547073735976592e+06	4.536701278246022761e+06	4.514663337253279053e+06	4.489720459145897068e+06	4.465794888505782932e+06	4.442050764291978441e+06	4.419077605327536352e+06	4.397223342501598410e+06	4.374827501900995150e+06	4.353814703647108749e+06	4.330951480600838549e+06	4.309282220183419064e+06	4.286904661380017176e+06	4.267188659446673468e+06	4.248312508129372261e+06	4.229301229306023568e+06	4.210302148916061968e+06
7.939524255520405248e+06	7.812285192421366461e+06	7.689439799902887084e+06	7.573483312004492618e+06	7.460506256850140169e+06	7.353508786485436372e+06	7.244964075817861594e+06	7.143153551843786612e+06	7.045366934858433902e+06	6.950773015058286488e+06	6.859606027632953599e+06	6.770555949625242501e+06	6.684506191322187893e+06	6.602868222513682209e+06	6.526440451133818366e+06	6.453802256974279881e+06	6.382171584828762338e+06	6.314128278654163703e+06	6.247810752690534107e+06	6.182454623166575097e+06	6.121162316133317538e+06	6.061096930342842825e+06	6.000431633121605031e+06	5.943547152362728491e+06	5.887954790849179029e+06	5.832565576762067154e+06	5.776631252077997662e+06	5.724926590927162208e+06	5.676343116301029921e+06	5.629505098353464156e+06	5.580649118526138365e+06	5.534382113926688209e+06	5.488851051919063553e+06	5.445108472946508788e+06	5.402071141445358284e+06	5.360181474994711578e+06	5.321384790236590430e+06	5.281534416863010265e+06	5.241650529145173728e+06	5.202339409744130448e+06	5.162954993951836601e+06	5.125323028531272896e+06	5.088268793430313468e+06	5.053514956897825003e+06	5.019152060330862179e+06	4.984411215916440822e+06	4.950115215816976503e+06	4.917676181562053971e+06	4.885348644258833490e+06	4.854450548863995820e+06	4.823173106207773089e+06	4.792653336751044728e+06	4.762524007371455431e+06	4.734889574650349095e+06	4.706261659497248009e+06	4.678592145126998425e+06	4.651959671249411069e+06	4.623997849436394870e+06	4.597605480560631491e+06	4.570906046784543432e+06	4.546800452799162827e+06	4.522551329782009125e+06	4.498045063583581708e+06	4.472732774756501429e+06	4.449812948040348478e+06	4.427167595301963389e+06	4.405117317991383374e+06	4.382236930968627334e+06	4.361410543465759605e+06	4.339450430997423828e+06	4.318272631561018527e+06	4.295704316063577309e+06	4.275425911495118402e+06	4.255411364829481579e+06	4.235120659552304074e+06	4.217841630653211847e+06
